timestamp,ax,ay,az,gx,gy,gz,dt
0.0,0.0,0.3,9.81,0.0,0.03,0.0,0.009999999999999787
0.01,0.0039999573334698,0.2999946000162,9.812999800004,0.0001999966666833,0.0299985000124999,0.0002499989583346,0.01
0.02,0.0079996586710357,0.2999784002591987,9.815998400127995,0.0003999733338666,0.0299940001999973,0.0004999916667083,0.01
0.03,0.0119988480331771,0.2999514013121858,9.818994600971918,0.0005999100040499,0.0299865010124696,0.0007499718753164,0.009999999999999998
0.04,0.01599726947314,0.2999136041471203,9.821987204095375,0.0007997866837326,0.0299760031998293,0.0009999333346666,0.010000000000000002
0.05,0.019994667093317,0.2998650101246962,9.824975012497024,0.0009995833854135,0.0299625078118489,0.0012498697957356,0.010000000000000002
0.06,0.0239907850616249,0.299805620994293,9.82795683109334,0.0011992801295888,0.0299460161980561,0.0014997750101247,0.009999999999999995
0.07,0.0279853676278777,0.2997354388939129,9.830931467196637,0.0013988569467506,0.0299265300075983,0.0017496427302168,0.010000000000000009
0.08,0.0319781591401546,0.2996544663501041,9.833897730992138,0.0015982938793834,0.0299040511890785,0.0019994667093317,0.009999999999999995
0.09,0.0359689040611617,0.2995627062778693,9.836854436013876,0.0017975709839602,0.0298785819903598,0.002249240701883,0.009999999999999995
0.1,0.0399573469845863,0.2994601619805612,9.83980039961926,0.0019966683329365,0.0298501249583407,0.0024989584635339,0.010000000000000009
0.11,0.0439432326514426,0.2993468371497635,9.842734443462133,0.0021955660167434,0.0298186829387009,0.0027486137513533,0.009999999999999995
0.12,0.0479263059664085,0.2992227358651578,9.845655393964073,0.0023942441457783,0.0297842590756159,0.0029982003239722,0.009999999999999995
0.13,0.0519063120141513,0.299087862594377,9.848562082783824,0.0025926828523938,0.0297468568114436,0.0032477119417391,0.010000000000000009
0.14,0.0558829960756426,0.2989422221928442,9.851453347284618,0.0027908622928847,0.0297064798863791,0.0034971423668766,0.010000000000000009
0.15,0.0598561036444596,0.2987858199035982,9.854328030999202,0.0029887626494719,0.0296631323380812,0.0037464853636371,0.009999999999999981
0.16,0.0638253804430743,0.2986186613571046,9.857184984092418,0.0031863641322849,0.0296168185012688,0.0039957346984586,0.010000000000000009
0.17,0.0677905724391263,0.2984407525710528,9.860023063821124,0.0033836469813399,0.0295675430072868,0.0042448841401208,0.010000000000000009
0.18,0.0717514258616814,0.29825209995014,9.862841134991264,0.0035805914685164,0.0295153107836436,0.0044939274599005,0.009999999999999981
0.19,0.0757076872174724,0.2980527102858403,9.865638070411949,0.00377717789953,0.0294601270535181,0.0047428584317278,0.010000000000000009
0.2,0.079659103307123,0.2978425907561599,9.868412751346298,0.0039733866159012,0.0294019973352372,0.0049916708323414,0.010000000000000009
0.21,0.0836054212413521,0.2976217489253792,9.871164067958937,0.0041691979969219,0.0293409274417244,0.0052403584414441,0.009999999999999981
0.22,0.0875463884571591,0.2973901927437803,9.8738909197599,0.0043645924616173,0.0292769234799181,0.0054889150418587,0.010000000000000009
0.23,0.0914817527339873,0.2971479305473608,9.876592216044829,0.0045595504707037,0.0292099918501612,0.0057373344196831,0.010000000000000009
0.24,0.0954112622098661,0.2968949710575334,9.879266876331222,0.0047540525285426,0.0291401392455608,0.0059856103644459,0.009999999999999981
0.25,0.0993346653975306,0.2966313233808126,9.881913830790632,0.0049480791850904,0.0290673726513193,0.0062337366692613,0.010000000000000009
0.26,0.1032517112005157,0.2963569970084863,9.88453202067656,0.0051416110378431,0.0289916993440353,0.0064817071309847,0.010000000000000009
0.27,0.1071621489292272,0.2960720018162742,9.887120398747967,0.0053346287337766,0.0289131268909767,0.0067295155503674,0.010000000000000009
0.28,0.1110657283169852,0.2957763480639724,9.889677929688132,0.0055271129712822,0.0288316631493231,0.0069771557322118,0.010000000000000009
0.29,0.1149621995360412,0.2954700463950842,9.89220359051878,0.0057190445020967,0.0287473162653809,0.0072246214855263,0.009999999999999953
0.3,0.1188513132135672,0.2951531078364364,9.894696371009257,0.0059104041332267,0.0286600946737681,0.0074719066236799,0.010000000000000009
0.31,0.1227328204476155,0.294825543797783,9.897155274080596,0.0061011727288688,0.0285700070965714,0.0077190049645571,0.010000000000000009
0.32,0.1266064728230478,0.294487366071394,9.89957931620436,0.0062913312123223,0.0284770625424732,0.0079659103307123,0.010000000000000009
0.33,0.1304720224274343,0.2941385868316311,9.901967527796016,0.0064808605678973,0.0283812703058516,0.008212616549524,0.010000000000000009
0.34,0.1343292218669199,0.2937792186345091,9.90431895360277,0.0066697418428162,0.0282826399658503,0.0084591174533498,0.010000000000000009
